,AD_MAG_1,AD_MAG_2,Similarity
42832,11A_II_BM_out.187.fa,2AD61I_FD_BM_out.112.fa,99.2693
42829,11A_II_BM_out.187.fa,6A_II_BM_out.60.fa,99.443
42826,11A_II_BM_out.187.fa,7A_III_BM_out.145.fa,99.494
42830,11A_II_BM_out.187.fa,8A_II_BM_out.58.fa,99.431
42824,11A_II_BM_out.187.fa,9A_II_BM_out.177.fa,99.5999
42838,11A_II_BM_out.187.fa,AD118III_FD_BM_out.155.fa,98.6889
42827,11A_II_BM_out.187.fa,AD121II_FD_BM_out.42.fa,99.4589
42834,11A_II_BM_out.187.fa,AD132III_FD_BM_out.49.fa,99.1886
42837,11A_II_BM_out.187.fa,AD143II_FD_BM_out.75.fa,98.7021
42833,11A_II_BM_out.187.fa,AD148III_FD_BM_out.89.fa,99.2492
42836,11A_II_BM_out.187.fa,AD152III_FD_BM_out.92.fa,98.7545
41447,11A_II_BM_out.188.fa,15A_II_BM_out.199.fa,99.2759
41448,11A_II_BM_out.188.fa,17A_III_BM_out.15.fa,98.8892
41449,11A_II_BM_out.188.fa,6A_II_BM_out.109.fa,98.6955
41746,11A_II_BM_out.189.fa,13A_III_BM_out.82.fa,99.2679
41740,11A_II_BM_out.189.fa,15A_II_BM_out.224.fa,99.3812
41748,11A_II_BM_out.189.fa,17A_III_BM_out.23.fa,99.1074
41730,11A_II_BM_out.189.fa,2AD48II_FD_BM_out.12.fa,99.6148
41731,11A_II_BM_out.189.fa,2AD52I_FD_BM_out.49.fa,99.6087
41738,11A_II_BM_out.189.fa,2AD57I_FD_BM_out.85.fa,99.5229
41732,11A_II_BM_out.189.fa,2AD61I_FD_BM_out.53.fa,99.6087
41741,11A_II_BM_out.189.fa,6A_II_BM_out.167.fa,99.3781
41739,11A_II_BM_out.189.fa,7A_III_BM_out.6.fa,99.4283
41744,11A_II_BM_out.189.fa,8A_II_BM_out.197.fa,99.305
41742,11A_II_BM_out.189.fa,9A_II_BM_out.153.fa,99.3499
41749,11A_II_BM_out.189.fa,AD118III_FD_BM_out.101.fa,98.9064
41747,11A_II_BM_out.189.fa,AD121II_FD_BM_out.12.fa,99.1905
41735,11A_II_BM_out.189.fa,AD126III_FD_BM_out.79.fa,99.5657
41734,11A_II_BM_out.189.fa,AD128I_FD_BM_out.78.fa,99.5884
41733,11A_II_BM_out.189.fa,AD132III_FD_BM_out.119.fa,99.6079
41745,11A_II_BM_out.189.fa,AD138III_FD_BM_out.2.fa,99.2697
41736,11A_II_BM_out.189.fa,AD143II_FD_BM_out.18.fa,99.5523
41743,11A_II_BM_out.189.fa,AD148III_FD_BM_out.105.fa,99.3188
41737,11A_II_BM_out.189.fa,AD152III_FD_BM_out.62.fa,99.5482
42697,11A_II_BM_out.190.fa,13A_III_BM_out.186.fa,99.1027
42696,11A_II_BM_out.190.fa,15A_II_BM_out.126.fa,99.1202
42698,11A_II_BM_out.190.fa,17A_III_BM_out.228.fa,99.0604
42712,11A_II_BM_out.190.fa,2AD43II_FD_BM_out.48.fa,98.5522
42704,11A_II_BM_out.190.fa,2AD57I_FD_BM_out.42.fa,98.8073
42709,11A_II_BM_out.190.fa,2AD61I_FD_BM_out.16.fa,98.659
42713,11A_II_BM_out.190.fa,6A_II_BM_out.10.fa,98.475
42702,11A_II_BM_out.190.fa,7A_III_BM_out.69.fa,98.8261
42701,11A_II_BM_out.190.fa,8A_II_BM_out.196.fa,98.8852
42700,11A_II_BM_out.190.fa,9A_II_BM_out.168.fa,98.899
42705,11A_II_BM_out.190.fa,AD118III_FD_BM_out.48.fa,98.8044
42714,11A_II_BM_out.190.fa,AD121II_FD_BM_out.92.fa,98.0992
42711,11A_II_BM_out.190.fa,AD126III_FD_BM_out.3.fa,98.6195
42708,11A_II_BM_out.190.fa,AD128I_FD_BM_out.44.fa,98.6606
42706,11A_II_BM_out.190.fa,AD132III_FD_BM_out.87.fa,98.7716
42707,11A_II_BM_out.190.fa,AD138III_FD_BM_out.27.fa,98.685
42703,11A_II_BM_out.190.fa,AD143II_FD_BM_out.38.fa,98.812
42699,11A_II_BM_out.190.fa,AD148III_FD_BM_out.83.fa,98.9169
42710,11A_II_BM_out.190.fa,AD152III_FD_BM_out.26.fa,98.6348
42907,11A_II_BM_out.192.fa,15A_II_BM_out.183.fa,99.8491
42906,11A_II_BM_out.192.fa,17A_III_BM_out.259.fa,99.8799
42908,11A_II_BM_out.192.fa,7A_III_BM_out.11.fa,99.8339
42287,11A_II_BM_out.195.fa,13A_III_BM_out.6.fa,99.9961
42293,11A_II_BM_out.195.fa,17A_III_BM_out.224.fa,99.993
42291,11A_II_BM_out.195.fa,2AD43II_FD_BM_out.78.fa,99.9938
42302,11A_II_BM_out.195.fa,2AD48II_FD_BM_out.42.fa,99.7838
42292,11A_II_BM_out.195.fa,2AD57I_FD_BM_out.10.fa,99.9937
42299,11A_II_BM_out.195.fa,2AD61I_FD_BM_out.22.fa,99.9044
42290,11A_II_BM_out.195.fa,6A_II_BM_out.208.fa,99.9942
42296,11A_II_BM_out.195.fa,7A_III_BM_out.111.fa,99.9829
42301,11A_II_BM_out.195.fa,8A_II_BM_out.188.fa,99.8802
42288,11A_II_BM_out.195.fa,9A_II_BM_out.169.fa,99.9957
42295,11A_II_BM_out.195.fa,AD118III_FD_BM_out.37.fa,99.983
42298,11A_II_BM_out.195.fa,AD121II_FD_BM_out.43.fa,99.9517
42294,11A_II_BM_out.195.fa,AD126III_FD_BM_out.102.fa,99.9866
42300,11A_II_BM_out.195.fa,AD128I_FD_BM_out.61.fa,99.9031
42289,11A_II_BM_out.195.fa,AD132III_FD_BM_out.56.fa,99.9942
42303,11A_II_BM_out.195.fa,AD148III_FD_BM_out.47.fa,99.3744
42297,11A_II_BM_out.195.fa,AD152III_FD_BM_out.96.fa,99.9765
41042,11A_II_BM_out.198.fa,13A_III_BM_out.18.fa,98.4566
40717,11A_II_BM_out.199.fa,13A_III_BM_out.233.fa,99.4927
40718,11A_II_BM_out.199.fa,15A_II_BM_out.82.fa,99.4516
40715,11A_II_BM_out.199.fa,17A_III_BM_out.106.fa,99.5112
40714,11A_II_BM_out.199.fa,6A_II_BM_out.113.fa,99.5227
40716,11A_II_BM_out.199.fa,7A_III_BM_out.60.fa,99.5003
40719,11A_II_BM_out.199.fa,8A_II_BM_out.70.fa,99.3781
40720,11A_II_BM_out.199.fa,9A_II_BM_out.112.fa,99.3688
40741,11A_II_BM_out.2.fa,13A_III_BM_out.111.fa,99.6151
40748,11A_II_BM_out.2.fa,15A_II_BM_out.52.fa,99.538
40739,11A_II_BM_out.2.fa,17A_III_BM_out.148.fa,99.6309
40747,11A_II_BM_out.2.fa,2AD43II_FD_BM_out.9.fa,99.5384
40737,11A_II_BM_out.2.fa,2AD48II_FD_BM_out.81.fa,99.6371
40751,11A_II_BM_out.2.fa,2AD52I_FD_BM_out.38.fa,99.5052
40733,11A_II_BM_out.2.fa,2AD57I_FD_BM_out.70.fa,99.7124
40742,11A_II_BM_out.2.fa,2AD61I_FD_BM_out.45.fa,99.6083
40749,11A_II_BM_out.2.fa,6A_II_BM_out.78.fa,99.5202
40740,11A_II_BM_out.2.fa,7A_III_BM_out.132.fa,99.6206
40743,11A_II_BM_out.2.fa,8A_II_BM_out.60.fa,99.5928
40750,11A_II_BM_out.2.fa,9A_II_BM_out.219.fa,99.516
40752,11A_II_BM_out.2.fa,AD118III_FD_BM_out.134.fa,99.4475
40734,11A_II_BM_out.2.fa,AD121II_FD_BM_out.72.fa,99.6821
40738,11A_II_BM_out.2.fa,AD126III_FD_BM_out.24.fa,99.636
40744,11A_II_BM_out.2.fa,AD128I_FD_BM_out.93.fa,99.5829
40735,11A_II_BM_out.2.fa,AD132III_FD_BM_out.65.fa,99.6757
40753,11A_II_BM_out.2.fa,AD138III_FD_BM_out.12.fa,98.3628
40746,11A_II_BM_out.2.fa,AD143II_FD_BM_out.50.fa,99.5463
40736,11A_II_BM_out.2.fa,AD148III_FD_BM_out.69.fa,99.6383
40745,11A_II_BM_out.2.fa,AD152III_FD_BM_out.103.fa,99.5646
41708,11A_II_BM_out.200.fa,13A_III_BM_out.188.fa,99.8754
41709,11A_II_BM_out.200.fa,15A_II_BM_out.153.fa,99.8667
41711,11A_II_BM_out.200.fa,2AD57I_FD_BM_out.33.fa,99.6827
41710,11A_II_BM_out.200.fa,2AD61I_FD_BM_out.11.fa,99.7885
41705,11A_II_BM_out.200.fa,7A_III_BM_out.73.fa,99.9146
41706,11A_II_BM_out.200.fa,8A_II_BM_out.106.fa,99.9138
41707,11A_II_BM_out.200.fa,9A_II_BM_out.217.fa,99.8876
41471,11A_II_BM_out.201.fa,13A_III_BM_out.57.fa,98.5817
41468,11A_II_BM_out.201.fa,17A_III_BM_out.262.fa,98.9784
41469,11A_II_BM_out.201.fa,2AD57I_FD_BM_out.83.fa,98.8731
41474,11A_II_BM_out.201.fa,8A_II_BM_out.209.fa,98.4849
41476,11A_II_BM_out.201.fa,9A_II_BM_out.79.fa,97.6628
41472,11A_II_BM_out.201.fa,AD118III_FD_BM_out.116.fa,98.5338
41475,11A_II_BM_out.201.fa,AD126III_FD_BM_out.81.fa,98.3736
41473,11A_II_BM_out.201.fa,AD132III_FD_BM_out.60.fa,98.5094
41470,11A_II_BM_out.201.fa,AD138III_FD_BM_out.104.fa,98.873
41419,11A_II_BM_out.203.fa,13A_III_BM_out.129.fa,98.8653
41416,11A_II_BM_out.203.fa,15A_II_BM_out.12.fa,98.8807
41414,11A_II_BM_out.203.fa,17A_III_BM_out.186.fa,98.9007
41410,11A_II_BM_out.203.fa,2AD43II_FD_BM_out.37.fa,99.1723
41423,11A_II_BM_out.203.fa,2AD57I_FD_BM_out.74.fa,98.8126
41418,11A_II_BM_out.203.fa,2AD61I_FD_BM_out.4.fa,98.8661
41426,11A_II_BM_out.203.fa,6A_II_BM_out.79.fa,98.5996
41413,11A_II_BM_out.203.fa,7A_III_BM_out.138.fa,99.0374
41415,11A_II_BM_out.203.fa,8A_II_BM_out.135.fa,98.8831
41420,11A_II_BM_out.203.fa,9A_II_BM_out.127.fa,98.8583
41425,11A_II_BM_out.203.fa,AD118III_FD_BM_out.68.fa,98.7268
41412,11A_II_BM_out.203.fa,AD121II_FD_BM_out.56.fa,99.1346
41411,11A_II_BM_out.203.fa,AD126III_FD_BM_out.6.fa,99.153
41417,11A_II_BM_out.203.fa,AD128I_FD_BM_out.81.fa,98.8746
41427,11A_II_BM_out.203.fa,AD132III_FD_BM_out.9.fa,98.5171
41422,11A_II_BM_out.203.fa,AD143II_FD_BM_out.66.fa,98.8272
41421,11A_II_BM_out.203.fa,AD148III_FD_BM_out.14.fa,98.8503
41424,11A_II_BM_out.203.fa,AD152III_FD_BM_out.70.fa,98.7363
40632,11A_II_BM_out.205.fa,13A_III_BM_out.48.fa,99.3499
40637,11A_II_BM_out.205.fa,15A_II_BM_out.156.fa,99.1962
40635,11A_II_BM_out.205.fa,17A_III_BM_out.175.fa,99.2873
40638,11A_II_BM_out.205.fa,6A_II_BM_out.61.fa,99.1667
40636,11A_II_BM_out.205.fa,7A_III_BM_out.67.fa,99.2427
40634,11A_II_BM_out.205.fa,8A_II_BM_out.74.fa,99.3482
40633,11A_II_BM_out.205.fa,9A_II_BM_out.198.fa,99.3497
41019,11A_II_BM_out.206.fa,17A_III_BM_out.64.fa,96.4168
41018,11A_II_BM_out.206.fa,2AD57I_FD_BM_out.58.fa,97.0706
40777,11A_II_BM_out.207.fa,13A_III_BM_out.50.fa,99.4685
40770,11A_II_BM_out.207.fa,15A_II_BM_out.118.fa,99.5333
40788,11A_II_BM_out.207.fa,17A_III_BM_out.130.fa,99.1998
40769,11A_II_BM_out.207.fa,2AD43II_FD_BM_out.28.fa,99.5647
40773,11A_II_BM_out.207.fa,2AD48II_FD_BM_out.63.fa,99.5141
40785,11A_II_BM_out.207.fa,2AD52I_FD_BM_out.12.fa,99.3303
40780,11A_II_BM_out.207.fa,2AD57I_FD_BM_out.4.fa,99.4566
40774,11A_II_BM_out.207.fa,2AD61I_FD_BM_out.50.fa,99.494
40775,11A_II_BM_out.207.fa,6A_II_BM_out.149.fa,99.4797
40783,11A_II_BM_out.207.fa,7A_III_BM_out.70.fa,99.3769
40778,11A_II_BM_out.207.fa,8A_II_BM_out.66.fa,99.465
40781,11A_II_BM_out.207.fa,9A_II_BM_out.131.fa,99.4439
40786,11A_II_BM_out.207.fa,AD118III_FD_BM_out.82.fa,99.2679
40782,11A_II_BM_out.207.fa,AD121II_FD_BM_out.47.fa,99.4341
40784,11A_II_BM_out.207.fa,AD126III_FD_BM_out.57.fa,99.337
40772,11A_II_BM_out.207.fa,AD128I_FD_BM_out.52.fa,99.5185
40776,11A_II_BM_out.207.fa,AD132III_FD_BM_out.92.fa,99.4688
40787,11A_II_BM_out.207.fa,AD138III_FD_BM_out.49.fa,99.2174
40768,11A_II_BM_out.207.fa,AD143II_FD_BM_out.37.fa,99.5943
40771,11A_II_BM_out.207.fa,AD148III_FD_BM_out.77.fa,99.5215
40779,11A_II_BM_out.207.fa,AD152III_FD_BM_out.130.fa,99.4589
41286,11A_II_BM_out.21.fa,13A_III_BM_out.42.fa,99.5804
41290,11A_II_BM_out.21.fa,15A_II_BM_out.130.fa,99.2056
41289,11A_II_BM_out.21.fa,17A_III_BM_out.227.fa,99.4052
41285,11A_II_BM_out.21.fa,6A_II_BM_out.106.fa,99.6173
41291,11A_II_BM_out.21.fa,7A_III_BM_out.214.fa,99.0455
41288,11A_II_BM_out.21.fa,8A_II_BM_out.105.fa,99.548
41287,11A_II_BM_out.21.fa,9A_II_BM_out.160.fa,99.555
40689,11A_II_BM_out.212.fa,13A_III_BM_out.178.fa,99.0361
40686,11A_II_BM_out.212.fa,15A_II_BM_out.198.fa,99.8908
40687,11A_II_BM_out.212.fa,17A_III_BM_out.176.fa,99.6576
40690,11A_II_BM_out.212.fa,6A_II_BM_out.64.fa,98.7448
40688,11A_II_BM_out.212.fa,7A_III_BM_out.134.fa,99.1998
42479,11A_II_BM_out.218.fa,13A_III_BM_out.76.fa,99.0321
42480,11A_II_BM_out.218.fa,15A_II_BM_out.39.fa,98.9232
42478,11A_II_BM_out.218.fa,17A_III_BM_out.202.fa,99.0917
42481,11A_II_BM_out.218.fa,6A_II_BM_out.131.fa,98.9152
42722,11A_II_BM_out.219.fa,13A_III_BM_out.235.fa,99.8125
42723,11A_II_BM_out.219.fa,15A_II_BM_out.59.fa,99.7998
42724,11A_II_BM_out.219.fa,17A_III_BM_out.217.fa,99.7344
42728,11A_II_BM_out.219.fa,6A_II_BM_out.51.fa,99.3489
42726,11A_II_BM_out.219.fa,7A_III_BM_out.79.fa,99.6973
42725,11A_II_BM_out.219.fa,8A_II_BM_out.4.fa,99.7017
42727,11A_II_BM_out.219.fa,9A_II_BM_out.136.fa,99.6948
41032,11A_II_BM_out.25.fa,13A_III_BM_out.67.fa,98.4045
41039,11A_II_BM_out.25.fa,15A_II_BM_out.34.fa,97.9617
41040,11A_II_BM_out.25.fa,17A_III_BM_out.201.fa,97.8737
41021,11A_II_BM_out.25.fa,2AD43II_FD_BM_out.58.fa,99.3143
41023,11A_II_BM_out.25.fa,2AD48II_FD_BM_out.51.fa,98.9059
41025,11A_II_BM_out.25.fa,2AD57I_FD_BM_out.7.fa,98.791
41024,11A_II_BM_out.25.fa,2AD61I_FD_BM_out.97.fa,98.8792
41035,11A_II_BM_out.25.fa,6A_II_BM_out.45.fa,98.3422
41031,11A_II_BM_out.25.fa,7A_III_BM_out.106.fa,98.4102
41030,11A_II_BM_out.25.fa,8A_II_BM_out.109.fa,98.6581
41033,11A_II_BM_out.25.fa,9A_II_BM_out.86.fa,98.3825
41034,11A_II_BM_out.25.fa,AD118III_FD_BM_out.81.fa,98.3617
41036,11A_II_BM_out.25.fa,AD121II_FD_BM_out.11.fa,98.2822
41027,11A_II_BM_out.25.fa,AD126III_FD_BM_out.83.fa,98.729
41022,11A_II_BM_out.25.fa,AD128I_FD_BM_out.40.fa,99.1421
41037,11A_II_BM_out.25.fa,AD132III_FD_BM_out.7.fa,98.2717
41038,11A_II_BM_out.25.fa,AD138III_FD_BM_out.16.fa,98.0202
41029,11A_II_BM_out.25.fa,AD143II_FD_BM_out.55.fa,98.6845
41028,11A_II_BM_out.25.fa,AD148III_FD_BM_out.64.fa,98.706
41026,11A_II_BM_out.25.fa,AD152III_FD_BM_out.38.fa,98.7705
40531,11A_II_BM_out.27.fa,17A_III_BM_out.257.fa,99.847
40532,11A_II_BM_out.27.fa,7A_III_BM_out.226.fa,99.81
40533,11A_II_BM_out.27.fa,AD152III_FD_BM_out.43.fa,98.8204
42379,11A_II_BM_out.28.fa,13A_III_BM_out.177.fa,99.9484
42390,11A_II_BM_out.28.fa,17A_III_BM_out.239.fa,99.8991
42377,11A_II_BM_out.28.fa,2AD43II_FD_BM_out.35.fa,99.9555
42388,11A_II_BM_out.28.fa,2AD48II_FD_BM_out.23.fa,99.9037
42394,11A_II_BM_out.28.fa,2AD52I_FD_BM_out.4.fa,99.8388
42393,11A_II_BM_out.28.fa,2AD57I_FD_BM_out.105.fa,99.8604
42386,11A_II_BM_out.28.fa,2AD61I_FD_BM_out.104.fa,99.9261
42389,11A_II_BM_out.28.fa,6A_II_BM_out.74.fa,99.9012
42391,11A_II_BM_out.28.fa,7A_III_BM_out.102.fa,99.8748
42387,11A_II_BM_out.28.fa,8A_II_BM_out.67.fa,99.9198
42380,11A_II_BM_out.28.fa,9A_II_BM_out.225.fa,99.9452
42381,11A_II_BM_out.28.fa,AD118III_FD_BM_out.10.fa,99.9445
42378,11A_II_BM_out.28.fa,AD121II_FD_BM_out.54.fa,99.9552
42382,11A_II_BM_out.28.fa,AD126III_FD_BM_out.64.fa,99.9329
42392,11A_II_BM_out.28.fa,AD128I_FD_BM_out.20.fa,99.8636
42385,11A_II_BM_out.28.fa,AD132III_FD_BM_out.21.fa,99.9275
42375,11A_II_BM_out.28.fa,AD138III_FD_BM_out.45.fa,99.9655
42384,11A_II_BM_out.28.fa,AD143II_FD_BM_out.58.fa,99.9277
42376,11A_II_BM_out.28.fa,AD148III_FD_BM_out.6.fa,99.9653
42383,11A_II_BM_out.28.fa,AD152III_FD_BM_out.4.fa,99.9301
42060,11A_II_BM_out.29.fa,13A_III_BM_out.236.fa,99.0317
42062,11A_II_BM_out.29.fa,15A_II_BM_out.196.fa,98.725
42057,11A_II_BM_out.29.fa,17A_III_BM_out.188.fa,99.5088
42059,11A_II_BM_out.29.fa,6A_II_BM_out.168.fa,99.2765
42058,11A_II_BM_out.29.fa,7A_III_BM_out.117.fa,99.4992
42063,11A_II_BM_out.29.fa,8A_II_BM_out.202.fa,98.1502
42061,11A_II_BM_out.29.fa,9A_II_BM_out.118.fa,98.8771
42064,11A_II_BM_out.29.fa,AD152III_FD_BM_out.21.fa,97.472
40575,11A_II_BM_out.30.fa,13A_III_BM_out.156.fa,99.6553
40572,11A_II_BM_out.30.fa,15A_II_BM_out.111.fa,99.6858
40570,11A_II_BM_out.30.fa,17A_III_BM_out.120.fa,99.7079
40569,11A_II_BM_out.30.fa,2AD43II_FD_BM_out.66.fa,99.7134
40577,11A_II_BM_out.30.fa,2AD57I_FD_BM_out.15.fa,99.5509
40573,11A_II_BM_out.30.fa,2AD61I_FD_BM_out.26.fa,99.6678
40566,11A_II_BM_out.30.fa,6A_II_BM_out.44.fa,99.764
40574,11A_II_BM_out.30.fa,7A_III_BM_out.40.fa,99.6678
40568,11A_II_BM_out.30.fa,8A_II_BM_out.143.fa,99.7135
40571,11A_II_BM_out.30.fa,9A_II_BM_out.176.fa,99.702
40567,11A_II_BM_out.30.fa,AD118III_FD_BM_out.140.fa,99.7195
40582,11A_II_BM_out.30.fa,AD121II_FD_BM_out.64.fa,98.7027
40578,11A_II_BM_out.30.fa,AD126III_FD_BM_out.59.fa,99.5046
40580,11A_II_BM_out.30.fa,AD128I_FD_BM_out.46.fa,98.9127
40576,11A_II_BM_out.30.fa,AD132III_FD_BM_out.5.fa,99.5937
40581,11A_II_BM_out.30.fa,AD138III_FD_BM_out.76.fa,98.8323
40579,11A_II_BM_out.30.fa,AD152III_FD_BM_out.36.fa,98.9892
40922,11A_II_BM_out.32.fa,13A_III_BM_out.169.fa,99.9802
40904,11A_II_BM_out.32.fa,15A_II_BM_out.236.fa,99.9995
40918,11A_II_BM_out.32.fa,17A_III_BM_out.44.fa,99.9985
40911,11A_II_BM_out.32.fa,2AD43II_FD_BM_out.24.fa,99.9992
40909,11A_II_BM_out.32.fa,2AD48II_FD_BM_out.29.fa,99.9992
40915,11A_II_BM_out.32.fa,2AD52I_FD_BM_out.48.fa,99.9991
40921,11A_II_BM_out.32.fa,2AD57I_FD_BM_out.60.fa,99.9839
40920,11A_II_BM_out.32.fa,2AD61I_FD_BM_out.79.fa,99.9962
40916,11A_II_BM_out.32.fa,6A_II_BM_out.181.fa,99.9991
40912,11A_II_BM_out.32.fa,7A_III_BM_out.99.fa,99.9992
40903,11A_II_BM_out.32.fa,8A_II_BM_out.45.fa,99.9995
40907,11A_II_BM_out.32.fa,9A_II_BM_out.27.fa,99.9993
40914,11A_II_BM_out.32.fa,AD118III_FD_BM_out.152.fa,99.9992
40902,11A_II_BM_out.32.fa,AD121II_FD_BM_out.27.fa,99.9996
40906,11A_II_BM_out.32.fa,AD126III_FD_BM_out.50.fa,99.9993
40905,11A_II_BM_out.32.fa,AD128I_FD_BM_out.55.fa,99.9993
40917,11A_II_BM_out.32.fa,AD132III_FD_BM_out.48.fa,99.9986
40910,11A_II_BM_out.32.fa,AD138III_FD_BM_out.79.fa,99.9992
40908,11A_II_BM_out.32.fa,AD143II_FD_BM_out.87.fa,99.9993
40913,11A_II_BM_out.32.fa,AD148III_FD_BM_out.26.fa,99.9992
40919,11A_II_BM_out.32.fa,AD152III_FD_BM_out.93.fa,99.9965
41647,11A_II_BM_out.34.fa,13A_III_BM_out.155.fa,99.8666
41641,11A_II_BM_out.34.fa,15A_II_BM_out.110.fa,99.9303
41642,11A_II_BM_out.34.fa,17A_III_BM_out.240.fa,99.9168
41629,11A_II_BM_out.34.fa,2AD43II_FD_BM_out.73.fa,99.9861
41640,11A_II_BM_out.34.fa,2AD48II_FD_BM_out.1.fa,99.9352
41646,11A_II_BM_out.34.fa,2AD52I_FD_BM_out.31.fa,99.8884
41632,11A_II_BM_out.34.fa,2AD57I_FD_BM_out.45.fa,99.9678
41639,11A_II_BM_out.34.fa,2AD61I_FD_BM_out.93.fa,99.9403
41637,11A_II_BM_out.34.fa,6A_II_BM_out.141.fa,99.9482
41644,11A_II_BM_out.34.fa,7A_III_BM_out.15.fa,99.91
41628,11A_II_BM_out.34.fa,8A_II_BM_out.132.fa,99.9868
41645,11A_II_BM_out.34.fa,9A_II_BM_out.75.fa,99.896
41631,11A_II_BM_out.34.fa,AD118III_FD_BM_out.142.fa,99.9687
41633,11A_II_BM_out.34.fa,AD121II_FD_BM_out.24.fa,99.9633
41630,11A_II_BM_out.34.fa,AD126III_FD_BM_out.47.fa,99.9744
41627,11A_II_BM_out.34.fa,AD128I_FD_BM_out.16.fa,99.9953
41636,11A_II_BM_out.34.fa,AD132III_FD_BM_out.91.fa,99.9489
41635,11A_II_BM_out.34.fa,AD138III_FD_BM_out.42.fa,99.9522
41643,11A_II_BM_out.34.fa,AD143II_FD_BM_out.6.fa,99.9143
41634,11A_II_BM_out.34.fa,AD148III_FD_BM_out.7.fa,99.9585
41638,11A_II_BM_out.34.fa,AD152III_FD_BM_out.138.fa,99.9473
41102,11A_II_BM_out.46.fa,13A_III_BM_out.100.fa,99.3074
41101,11A_II_BM_out.46.fa,17A_III_BM_out.53.fa,99.4341
41099,11A_II_BM_out.46.fa,6A_II_BM_out.8.fa,99.4683
41100,11A_II_BM_out.46.fa,8A_II_BM_out.136.fa,99.46
41352,11A_II_BM_out.47.fa,13A_III_BM_out.224.fa,99.2161
41351,11A_II_BM_out.47.fa,15A_II_BM_out.117.fa,99.2748
41350,11A_II_BM_out.47.fa,17A_III_BM_out.21.fa,99.2875
41358,11A_II_BM_out.47.fa,2AD43II_FD_BM_out.100.fa,98.5571
41347,11A_II_BM_out.47.fa,2AD52I_FD_BM_out.36.fa,99.442
41355,11A_II_BM_out.47.fa,6A_II_BM_out.91.fa,98.8764
41356,11A_II_BM_out.47.fa,7A_III_BM_out.42.fa,98.7737
41359,11A_II_BM_out.47.fa,8A_II_BM_out.56.fa,98.2369
41354,11A_II_BM_out.47.fa,9A_II_BM_out.110.fa,98.8848
41353,11A_II_BM_out.47.fa,AD118III_FD_BM_out.25.fa,98.9048
41357,11A_II_BM_out.47.fa,AD132III_FD_BM_out.18.fa,98.7323
41360,11A_II_BM_out.47.fa,AD138III_FD_BM_out.6.fa,97.7696
41348,11A_II_BM_out.47.fa,AD143II_FD_BM_out.82.fa,99.3182
41349,11A_II_BM_out.47.fa,AD148III_FD_BM_out.29.fa,99.3096
41346,11A_II_BM_out.47.fa,AD152III_FD_BM_out.67.fa,99.4882
41595,11A_II_BM_out.5.fa,13A_III_BM_out.176.fa,99.3441
41590,11A_II_BM_out.5.fa,15A_II_BM_out.218.fa,99.3877
41596,11A_II_BM_out.5.fa,17A_III_BM_out.170.fa,99.3441
41587,11A_II_BM_out.5.fa,2AD48II_FD_BM_out.16.fa,99.4822
41591,11A_II_BM_out.5.fa,2AD57I_FD_BM_out.109.fa,99.3692
41594,11A_II_BM_out.5.fa,6A_II_BM_out.18.fa,99.3626
41593,11A_II_BM_out.5.fa,7A_III_BM_out.200.fa,99.3633
41588,11A_II_BM_out.5.fa,8A_II_BM_out.124.fa,99.4236
41597,11A_II_BM_out.5.fa,9A_II_BM_out.40.fa,99.2827
41598,11A_II_BM_out.5.fa,AD118III_FD_BM_out.60.fa,98.7001
41589,11A_II_BM_out.5.fa,AD126III_FD_BM_out.38.fa,99.4201
41599,11A_II_BM_out.5.fa,AD132III_FD_BM_out.50.fa,97.9408
41592,11A_II_BM_out.5.fa,AD138III_FD_BM_out.83.fa,99.3663
41165,11A_II_BM_out.51.fa,13A_III_BM_out.68.fa,98.4282
41163,11A_II_BM_out.51.fa,15A_II_BM_out.100.fa,98.5005
41166,11A_II_BM_out.51.fa,17A_III_BM_out.32.fa,98.3325
41167,11A_II_BM_out.51.fa,8A_II_BM_out.205.fa,97.7385
41164,11A_II_BM_out.51.fa,9A_II_BM_out.51.fa,98.485
41564,11A_II_BM_out.52.fa,13A_III_BM_out.117.fa,99.5479
41567,11A_II_BM_out.52.fa,6A_II_BM_out.99.fa,99.4696
41569,11A_II_BM_out.52.fa,7A_III_BM_out.18.fa,99.2291
41568,11A_II_BM_out.52.fa,8A_II_BM_out.3.fa,99.4015
41565,11A_II_BM_out.52.fa,9A_II_BM_out.175.fa,99.5283
41566,11A_II_BM_out.52.fa,AD118III_FD_BM_out.56.fa,99.4954
41580,11A_II_BM_out.53.fa,13A_III_BM_out.93.fa,99.4583
41582,11A_II_BM_out.53.fa,15A_II_BM_out.194.fa,99.2568
41583,11A_II_BM_out.53.fa,17A_III_BM_out.99.fa,99.1166
41584,11A_II_BM_out.53.fa,6A_II_BM_out.24.fa,99.0054
41581,11A_II_BM_out.53.fa,8A_II_BM_out.173.fa,99.3258
40722,11A_II_BM_out.54.fa,13A_III_BM_out.203.fa,99.3272
40724,11A_II_BM_out.54.fa,15A_II_BM_out.63.fa,99.3131
40726,11A_II_BM_out.54.fa,17A_III_BM_out.177.fa,99.2549
40727,11A_II_BM_out.54.fa,6A_II_BM_out.57.fa,99.2436
40723,11A_II_BM_out.54.fa,7A_III_BM_out.121.fa,99.3168
40725,11A_II_BM_out.54.fa,8A_II_BM_out.22.fa,99.3082
