	AD_MAG_1	AD_MAG_2	JaccardIndex
96620	6A_II/BM_out.200.fa	11A_II/BM_out.167.fa	0.842
329918	6A_II/BM_out.200.fa	13A_III/BM_out.166.fa	0.824
615060	6A_II/BM_out.200.fa	15A_II/BM_out.169.fa	0.834
822436	6A_II/BM_out.200.fa	17A_III/BM_out.134.fa	0.824
1809466	6A_II/BM_out.200.fa	6A_II/BM_out.200.fa	1
1974968	6A_II/BM_out.200.fa	7A_III/BM_out.120.fa	0.836
2383738	6A_II/BM_out.200.fa	8A_II/BM_out.35.fa	0.836
2605072	6A_II/BM_out.200.fa	9A_II/BM_out.220.fa	0.826
2778550	6A_II/BM_out.200.fa	AD118III_FD/BM_out.33.fa	0.826
2928100	6A_II/BM_out.200.fa	AD121II_FD/BM_out.44.fa	0.844
3414636	6A_II/BM_out.200.fa	AD132III_FD/BM_out.88.fa	0.804
3554216	6A_II/BM_out.200.fa	AD138III_FD/BM_out.13.fa	0.8
3775550	6A_II/BM_out.200.fa	AD148III_FD/BM_out.72.fa	0.796
985945	6A_II/BM_out.205.fa	17A_III/BM_out.261.fa	0.928
1558223	6A_II/BM_out.205.fa	2AD61I_FD/BM_out.116.fa	0.904
1811461	6A_II/BM_out.205.fa	6A_II/BM_out.205.fa	1
2385733	6A_II/BM_out.205.fa	8A_II/BM_out.37.fa	0.946
3237171	6A_II/BM_out.205.fa	AD128I_FD/BM_out.74.fa	0.91
3281039	6A_II/BM_out.205.fa	AD132III_FD/BM_out.110.fa	0.94
284058	6A_II/BM_out.206.fa	13A_III/BM_out.133.fa	0.708
593128	6A_II/BM_out.206.fa	15A_II/BM_out.149.fa	0.726
874282	6A_II/BM_out.206.fa	17A_III/BM_out.169.fa	0.732
1813456	6A_II/BM_out.206.fa	6A_II/BM_out.206.fa	1
2268088	6A_II/BM_out.206.fa	8A_II/BM_out.13.fa	0.726
2599092	6A_II/BM_out.206.fa	9A_II/BM_out.216.fa	0.702
3841354	6A_II/BM_out.206.fa	AD152III_FD/BM_out.120.fa	0.768
1815451	6A_II/BM_out.207.fa	6A_II/BM_out.207.fa	1
134510	6A_II/BM_out.208.fa	11A_II/BM_out.195.fa	0.778
1817446	6A_II/BM_out.208.fa	6A_II/BM_out.208.fa	1
1961014	6A_II/BM_out.208.fa	7A_III/BM_out.111.fa	0.752
2549244	6A_II/BM_out.208.fa	9A_II/BM_out.169.fa	0.844
1540286	6A_II/BM_out.21.fa	2AD57I_FD/BM_out.99.fa	0.812
1829416	6A_II/BM_out.21.fa	6A_II/BM_out.21.fa	1
3661902	6A_II/BM_out.21.fa	AD138III_FD/BM_out.93.fa	0.7
48769	6A_II/BM_out.210.fa	11A_II/BM_out.139.fa	0.846
323941	6A_II/BM_out.210.fa	13A_III/BM_out.161.fa	0.84
722741	6A_II/BM_out.210.fa	15A_II/BM_out.42.fa	0.858
848363	6A_II/BM_out.210.fa	17A_III/BM_out.154.fa	0.856
1147463	6A_II/BM_out.210.fa	2AD43II_FD/BM_out.34.fa	0.842
1237193	6A_II/BM_out.210.fa	2AD48II_FD/BM_out.17.fa	0.822
1386743	6A_II/BM_out.210.fa	2AD52I_FD/BM_out.53.fa	0.826
1432605	6A_II/BM_out.210.fa	2AD57I_FD/BM_out.1.fa	0.808
1604089	6A_II/BM_out.210.fa	2AD61I_FD/BM_out.3.fa	0.8
1819441	6A_II/BM_out.210.fa	6A_II/BM_out.210.fa	1
1949051	6A_II/BM_out.210.fa	7A_III/BM_out.105.fa	0.87
2288031	6A_II/BM_out.210.fa	8A_II/BM_out.160.fa	0.864
2585137	6A_II/BM_out.210.fa	9A_II/BM_out.204.fa	0.874
2836381	6A_II/BM_out.210.fa	AD118III_FD/BM_out.72.fa	0.836
2902183	6A_II/BM_out.210.fa	AD121II_FD/BM_out.29.fa	0.844
3069679	6A_II/BM_out.210.fa	AD126III_FD/BM_out.4.fa	0.828
3183337	6A_II/BM_out.210.fa	AD128I_FD/BM_out.37.fa	0.826
3398689	6A_II/BM_out.210.fa	AD132III_FD/BM_out.74.fa	0.828
3462497	6A_II/BM_out.210.fa	AD143II_FD/BM_out.36.fa	0.808
3805465	6A_II/BM_out.210.fa	AD148III_FD/BM_out.95.fa	0.81
3915135	6A_II/BM_out.210.fa	AD152III_FD/BM_out.58.fa	0.818
1821436	6A_II/BM_out.212.fa	6A_II/BM_out.212.fa	1
254153	6A_II/BM_out.213.fa	13A_III/BM_out.109.fa	0.736
1823431	6A_II/BM_out.213.fa	6A_II/BM_out.213.fa	1
2042771	6A_II/BM_out.213.fa	7A_III/BM_out.174.fa	0.71
2611061	6A_II/BM_out.213.fa	9A_II/BM_out.224.fa	0.73
1031814	6A_II/BM_out.215.fa	17A_III/BM_out.34.fa	0.704
1825426	6A_II/BM_out.215.fa	6A_II/BM_out.215.fa	1
218263	6A_II/BM_out.218.fa	11A_II/BM_out.76.fa	0.744
286059	6A_II/BM_out.218.fa	13A_III/BM_out.134.fa	0.748
774589	6A_II/BM_out.218.fa	15A_II/BM_out.93.fa	0.758
850361	6A_II/BM_out.218.fa	17A_III/BM_out.155.fa	0.732
1167407	6A_II/BM_out.218.fa	2AD43II_FD/BM_out.49.fa	0.746
1340885	6A_II/BM_out.218.fa	2AD48II_FD/BM_out.9.fa	0.738
1360825	6A_II/BM_out.218.fa	2AD52I_FD/BM_out.30.fa	0.708
1496417	6A_II/BM_out.218.fa	2AD57I_FD/BM_out.69.fa	0.702
1550255	6A_II/BM_out.218.fa	2AD61I_FD/BM_out.108.fa	0.712
1827421	6A_II/BM_out.218.fa	6A_II/BM_out.218.fa	1
2056731	6A_II/BM_out.218.fa	7A_III/BM_out.187.fa	0.726
2455531	6A_II/BM_out.218.fa	8A_II/BM_out.81.fa	0.738
2656925	6A_II/BM_out.218.fa	9A_II/BM_out.66.fa	0.75
2840373	6A_II/BM_out.218.fa	AD118III_FD/BM_out.76.fa	0.716
2908169	6A_II/BM_out.218.fa	AD121II_FD/BM_out.32.fa	0.732
3139473	6A_II/BM_out.218.fa	AD126III_FD/BM_out.99.fa	0.76
3231197	6A_II/BM_out.218.fa	AD128I_FD/BM_out.71.fa	0.754
3430597	6A_II/BM_out.218.fa	AD132III_FD/BM_out.98.fa	0.716
3600087	6A_II/BM_out.218.fa	AD138III_FD/BM_out.47.fa	0.768
3809457	6A_II/BM_out.218.fa	AD148III_FD/BM_out.98.fa	0.738
3827403	6A_II/BM_out.218.fa	AD152III_FD/BM_out.111.fa	0.732
220259	6A_II/BM_out.220.fa	11A_II/BM_out.7.fa	0.964
367815	6A_II/BM_out.220.fa	13A_III/BM_out.196.fa	0.964
607095	6A_II/BM_out.220.fa	15A_II/BM_out.163.fa	0.98
1053751	6A_II/BM_out.220.fa	17A_III/BM_out.58.fa	0.938
1163421	6A_II/BM_out.220.fa	2AD43II_FD/BM_out.46.fa	0.97
1336899	6A_II/BM_out.220.fa	2AD48II_FD/BM_out.94.fa	0.964
1528323	6A_II/BM_out.220.fa	2AD57I_FD/BM_out.89.fa	0.876
1608083	6A_II/BM_out.220.fa	2AD61I_FD/BM_out.42.fa	0.774
1831411	6A_II/BM_out.220.fa	6A_II/BM_out.220.fa	1
2194319	6A_II/BM_out.220.fa	7A_III/BM_out.8.fa	0.96
2307977	6A_II/BM_out.220.fa	8A_II/BM_out.178.fa	0.96
2595113	6A_II/BM_out.220.fa	9A_II/BM_out.20.fa	0.988
3171379	6A_II/BM_out.220.fa	AD128I_FD/BM_out.26.fa	0.922
3540269	6A_II/BM_out.220.fa	AD143II_FD/BM_out.97.fa	0.892
3749639	6A_II/BM_out.220.fa	AD148III_FD/BM_out.48.fa	0.96
3966985	6A_II/BM_out.220.fa	AD152III_FD/BM_out.95.fa	0.976
44788	6A_II/BM_out.221.fa	11A_II/BM_out.135.fa	0.894
503408	6A_II/BM_out.221.fa	13A_III/BM_out.85.fa	0.878
710784	6A_II/BM_out.221.fa	15A_II/BM_out.31.fa	0.908
876286	6A_II/BM_out.221.fa	17A_III/BM_out.16.fa	0.882
1127530	6A_II/BM_out.221.fa	2AD43II_FD/BM_out.21.fa	0.894
1283062	6A_II/BM_out.221.fa	2AD48II_FD/BM_out.55.fa	0.902
1460528	6A_II/BM_out.221.fa	2AD57I_FD/BM_out.41.fa	0.878
1572192	6A_II/BM_out.221.fa	2AD61I_FD/BM_out.13.fa	0.86
1833406	6A_II/BM_out.221.fa	6A_II/BM_out.221.fa	1
2158428	6A_II/BM_out.221.fa	7A_III/BM_out.61.fa	0.916
2409672	6A_II/BM_out.221.fa	8A_II/BM_out.52.fa	0.858
2627018	6A_II/BM_out.221.fa	9A_II/BM_out.41.fa	0.9
2712760	6A_II/BM_out.221.fa	AD118III_FD/BM_out.119.fa	0.85
2956028	6A_II/BM_out.221.fa	AD121II_FD/BM_out.63.fa	0.798
3031800	6A_II/BM_out.221.fa	AD126III_FD/BM_out.25.fa	0.884
3177362	6A_II/BM_out.221.fa	AD128I_FD/BM_out.31.fa	0.878
3697796	6A_II/BM_out.221.fa	AD148III_FD/BM_out.120.fa	0.886
3849340	6A_II/BM_out.221.fa	AD152III_FD/BM_out.129.fa	0.886
637007	6A_II/BM_out.223.fa	15A_II/BM_out.190.fa	0.772
993933	6A_II/BM_out.223.fa	17A_III/BM_out.268.fa	0.982
1113573	6A_II/BM_out.223.fa	2AD43II_FD/BM_out.104.fa	0.88
1261129	6A_II/BM_out.223.fa	2AD48II_FD/BM_out.38.fa	0.834
1374787	6A_II/BM_out.223.fa	2AD52I_FD/BM_out.42.fa	0.852
1835401	6A_II/BM_out.223.fa	6A_II/BM_out.223.fa	1
1994921	6A_II/BM_out.223.fa	7A_III/BM_out.131.fa	0.946
2365805	6A_II/BM_out.223.fa	8A_II/BM_out.217.fa	0.95
2527319	6A_II/BM_out.223.fa	9A_II/BM_out.14.fa	0.924
2722731	6A_II/BM_out.223.fa	AD118III_FD/BM_out.132.fa	0.772
2977963	6A_II/BM_out.223.fa	AD121II_FD/BM_out.79.fa	0.936
3123525	6A_II/BM_out.223.fa	AD126III_FD/BM_out.86.fa	0.894
3263105	6A_II/BM_out.223.fa	AD128I_FD/BM_out.91.fa	0.742
3320931	6A_II/BM_out.223.fa	AD132III_FD/BM_out.25.fa	0.966
3516343	6A_II/BM_out.223.fa	AD143II_FD/BM_out.77.fa	0.926
3681845	6A_II/BM_out.223.fa	AD148III_FD/BM_out.110.fa	0.892
3867287	6A_II/BM_out.223.fa	AD152III_FD/BM_out.142.fa	0.946
930126	6A_II/BM_out.224.fa	17A_III/BM_out.222.fa	0.736
1837396	6A_II/BM_out.224.fa	6A_II/BM_out.224.fa	1
2658924	6A_II/BM_out.224.fa	9A_II/BM_out.68.fa	0.792
104611	6A_II/BM_out.226.fa	11A_II/BM_out.171.fa	0.72
770607	6A_II/BM_out.226.fa	15A_II/BM_out.8.fa	0.704
1289047	6A_II/BM_out.226.fa	2AD48II_FD/BM_out.5.fa	0.716
1839391	6A_II/BM_out.226.fa	6A_II/BM_out.226.fa	1
2471489	6A_II/BM_out.226.fa	8A_II/BM_out.99.fa	0.734
2666901	6A_II/BM_out.226.fa	9A_II/BM_out.73.fa	0.736
2764607	6A_II/BM_out.226.fa	AD118III_FD/BM_out.163.fa	0.722
2975971	6A_II/BM_out.226.fa	AD121II_FD/BM_out.78.fa	0.72
3091623	6A_II/BM_out.226.fa	AD126III_FD/BM_out.66.fa	0.71
3265101	6A_II/BM_out.226.fa	AD128I_FD/BM_out.92.fa	0.706
3422627	6A_II/BM_out.226.fa	AD132III_FD/BM_out.94.fa	0.71
1841386	6A_II/BM_out.230.fa	6A_II/BM_out.230.fa	1
1843381	6A_II/BM_out.231.fa	6A_II/BM_out.231.fa	1
1845376	6A_II/BM_out.24.fa	6A_II/BM_out.24.fa	1
98633	6A_II/BM_out.25.fa	11A_II/BM_out.169.fa	0.918
351871	6A_II/BM_out.25.fa	13A_III/BM_out.183.fa	0.9
652965	6A_II/BM_out.25.fa	15A_II/BM_out.201.fa	0.958
900221	6A_II/BM_out.25.fa	17A_III/BM_out.195.fa	0.922
1847371	6A_II/BM_out.25.fa	6A_II/BM_out.25.fa	1
2060729	6A_II/BM_out.25.fa	7A_III/BM_out.194.fa	0.88
2317955	6A_II/BM_out.25.fa	8A_II/BM_out.187.fa	0.888
2545271	6A_II/BM_out.25.fa	9A_II/BM_out.164.fa	0.91
62742	6A_II/BM_out.26.fa	11A_II/BM_out.148.fa	0.902
724750	6A_II/BM_out.26.fa	15A_II/BM_out.45.fa	0.906
1849366	6A_II/BM_out.26.fa	6A_II/BM_out.26.fa	1
2132514	6A_II/BM_out.26.fa	7A_III/BM_out.41.fa	0.888
2367806	6A_II/BM_out.26.fa	8A_II/BM_out.219.fa	0.878
2561224	6A_II/BM_out.26.fa	9A_II/BM_out.178.fa	0.9
240209	6A_II/BM_out.27.fa	11A_II/BM_out.98.fa	0.794
359849	6A_II/BM_out.27.fa	13A_III/BM_out.189.fa	0.774
694841	6A_II/BM_out.27.fa	15A_II/BM_out.234.fa	0.78
1003911	6A_II/BM_out.27.fa	17A_III/BM_out.276.fa	0.8
1117569	6A_II/BM_out.27.fa	2AD43II_FD/BM_out.10.fa	0.808
1249173	6A_II/BM_out.27.fa	2AD48II_FD/BM_out.28.fa	0.778
1410687	6A_II/BM_out.27.fa	2AD57I_FD/BM_out.107.fa	0.772
1851361	6A_II/BM_out.27.fa	6A_II/BM_out.27.fa	1
2335903	6A_II/BM_out.27.fa	8A_II/BM_out.1.fa	0.714
2587147	6A_II/BM_out.27.fa	9A_II/BM_out.205.fa	0.846
2770595	6A_II/BM_out.27.fa	AD118III_FD/BM_out.22.fa	0.812
3019845	6A_II/BM_out.27.fa	AD126III_FD/BM_out.13.fa	0.788
3269095	6A_II/BM_out.27.fa	AD128I_FD/BM_out.95.fa	0.774
3474477	6A_II/BM_out.27.fa	AD143II_FD/BM_out.44.fa	0.778
3711763	6A_II/BM_out.27.fa	AD148III_FD/BM_out.19.fa	0.762
8906	6A_II/BM_out.29.fa	11A_II/BM_out.108.fa	0.752
611094	6A_II/BM_out.29.fa	15A_II/BM_out.166.fa	0.736
1081678	6A_II/BM_out.29.fa	17A_III/BM_out.83.fa	0.712
1853356	6A_II/BM_out.29.fa	6A_II/BM_out.29.fa	1
1863331	6A_II/BM_out.3.fa	6A_II/BM_out.3.fa	1
706807	6A_II/BM_out.30.fa	15A_II/BM_out.26.fa	0.77
870315	6A_II/BM_out.30.fa	17A_III/BM_out.167.fa	0.736
1855351	6A_II/BM_out.30.fa	6A_II/BM_out.30.fa	1
2098619	6A_II/BM_out.30.fa	7A_III/BM_out.22.fa	0.744
2629023	6A_II/BM_out.30.fa	9A_II/BM_out.45.fa	0.736
50782	6A_II/BM_out.32.fa	11A_II/BM_out.13.fa	0.878
383780	6A_II/BM_out.32.fa	13A_III/BM_out.207.fa	0.916
623060	6A_II/BM_out.32.fa	15A_II/BM_out.182.fa	0.796
1857346	6A_II/BM_out.32.fa	6A_II/BM_out.32.fa	1
2120554	6A_II/BM_out.32.fa	7A_III/BM_out.34.fa	0.846
2357840	6A_II/BM_out.32.fa	8A_II/BM_out.213.fa	0.76
2523342	6A_II/BM_out.32.fa	9A_II/BM_out.146.fa	0.878
68729	6A_II/BM_out.37.fa	11A_II/BM_out.150.fa	0.872
371817	6A_II/BM_out.37.fa	13A_III/BM_out.200.fa	0.862
579193	6A_II/BM_out.37.fa	15A_II/BM_out.139.fa	0.874
1033825	6A_II/BM_out.37.fa	17A_III/BM_out.36.fa	0.866
1267123	6A_II/BM_out.37.fa	2AD48II_FD/BM_out.41.fa	0.812
1346883	6A_II/BM_out.37.fa	2AD52I_FD/BM_out.15.fa	0.736
1464529	6A_II/BM_out.37.fa	2AD57I_FD/BM_out.43.fa	0.78
1596133	6A_II/BM_out.37.fa	2AD61I_FD/BM_out.31.fa	0.702
1859341	6A_II/BM_out.37.fa	6A_II/BM_out.37.fa	1
2190345	6A_II/BM_out.37.fa	7A_III/BM_out.81.fa	0.896
2224243	6A_II/BM_out.37.fa	8A_II/BM_out.112.fa	0.888
2501409	6A_II/BM_out.37.fa	9A_II/BM_out.120.fa	0.886
2876281	6A_II/BM_out.37.fa	AD118III_FD/BM_out.9.fa	0.866
2890239	6A_II/BM_out.37.fa	AD121II_FD/BM_out.23.fa	0.81
3113567	6A_II/BM_out.37.fa	AD126III_FD/BM_out.80.fa	0.858
3159429	6A_II/BM_out.37.fa	AD128I_FD/BM_out.19.fa	0.852
3482457	6A_II/BM_out.37.fa	AD143II_FD/BM_out.49.fa	0.786
3759623	6A_II/BM_out.37.fa	AD148III_FD/BM_out.59.fa	0.756
3911167	6A_II/BM_out.37.fa	AD152III_FD/BM_out.53.fa	0.786
54772	6A_II/BM_out.39.fa	11A_II/BM_out.142.fa	0.882
270124	6A_II/BM_out.39.fa	13A_III/BM_out.120.fa	0.884
531338	6A_II/BM_out.39.fa	15A_II/BM_out.104.fa	0.904
810498	6A_II/BM_out.39.fa	17A_III/BM_out.123.fa	0.914
1197334	6A_II/BM_out.39.fa	2AD43II_FD/BM_out.71.fa	0.876
1287064	6A_II/BM_out.39.fa	2AD48II_FD/BM_out.59.fa	0.834
1532326	6A_II/BM_out.39.fa	2AD57I_FD/BM_out.91.fa	0.872
1564230	6A_II/BM_out.39.fa	2AD61I_FD/BM_out.119.fa	0.918
1861336	6A_II/BM_out.39.fa	6A_II/BM_out.39.fa	1
1984964	6A_II/BM_out.39.fa	7A_III/BM_out.126.fa	0.916
2256148	6A_II/BM_out.39.fa	8A_II/BM_out.12.fa	0.88
2648966	6A_II/BM_out.39.fa	9A_II/BM_out.60.fa	0.876
2706792	6A_II/BM_out.39.fa	AD118III_FD/BM_out.111.fa	0.9
2914168	6A_II/BM_out.39.fa	AD121II_FD/BM_out.36.fa	0.864
3047766	6A_II/BM_out.39.fa	AD126III_FD/BM_out.36.fa	0.9
3243178	6A_II/BM_out.39.fa	AD128I_FD/BM_out.79.fa	0.912
3376776	6A_II/BM_out.39.fa	AD132III_FD/BM_out.62.fa	0.902
3506386	6A_II/BM_out.39.fa	AD143II_FD/BM_out.70.fa	0.904
3637990	6A_II/BM_out.39.fa	AD138III_FD/BM_out.73.fa	0.898
3807480	6A_II/BM_out.39.fa	AD148III_FD/BM_out.96.fa	0.898
3863312	6A_II/BM_out.39.fa	AD152III_FD/BM_out.140.fa	0.858
1873306	6A_II/BM_out.4.fa	6A_II/BM_out.4.fa	1
1865326	6A_II/BM_out.43.fa	6A_II/BM_out.43.fa	1
170427	6A_II/BM_out.44.fa	11A_II/BM_out.30.fa	0.838
312001	6A_II/BM_out.44.fa	13A_III/BM_out.156.fa	0.834
541311	6A_II/BM_out.44.fa	15A_II/BM_out.111.fa	0.828
806513	6A_II/BM_out.44.fa	17A_III/BM_out.120.fa	0.826
1191355	6A_II/BM_out.44.fa	2AD43II_FD/BM_out.66.fa	0.828
1428641	6A_II/BM_out.44.fa	2AD57I_FD/BM_out.15.fa	0.794
1588161	6A_II/BM_out.44.fa	2AD61I_FD/BM_out.26.fa	0.818
1867321	6A_II/BM_out.44.fa	6A_II/BM_out.44.fa	1
2130529	6A_II/BM_out.44.fa	7A_III/BM_out.40.fa	0.844
2272103	6A_II/BM_out.44.fa	8A_II/BM_out.143.fa	0.828
2557245	6A_II/BM_out.44.fa	9A_II/BM_out.176.fa	0.836
2736705	6A_II/BM_out.44.fa	AD118III_FD/BM_out.140.fa	0.814
3081667	6A_II/BM_out.44.fa	AD126III_FD/BM_out.59.fa	0.774
3372791	6A_II/BM_out.44.fa	AD132III_FD/BM_out.5.fa	0.792
1869316	6A_II/BM_out.45.fa	6A_II/BM_out.45.fa	1
76711	6A_II/BM_out.46.fa	11A_II/BM_out.154.fa	0.756
300039	6A_II/BM_out.46.fa	13A_III/BM_out.144.fa	0.81
746695	6A_II/BM_out.46.fa	15A_II/BM_out.66.fa	0.812
880293	6A_II/BM_out.46.fa	17A_III/BM_out.174.fa	0.816
1871311	6A_II/BM_out.46.fa	6A_II/BM_out.46.fa	1
2100621	6A_II/BM_out.46.fa	7A_III/BM_out.232.fa	0.76
2375793	6A_II/BM_out.46.fa	8A_II/BM_out.25.fa	0.722
2650965	6A_II/BM_out.46.fa	9A_II/BM_out.63.fa	0.762
1875301	6A_II/BM_out.50.fa	6A_II/BM_out.50.fa	1
1877296	6A_II/BM_out.51.fa	6A_II/BM_out.51.fa	1
413701	6A_II/BM_out.56.fa	13A_III/BM_out.227.fa	0.702
1879291	6A_II/BM_out.56.fa	6A_II/BM_out.56.fa	1
186386	6A_II/BM_out.57.fa	11A_II/BM_out.54.fa	0.744
377810	6A_II/BM_out.57.fa	13A_III/BM_out.203.fa	0.726
740718	6A_II/BM_out.57.fa	15A_II/BM_out.63.fa	0.742
886280	6A_II/BM_out.57.fa	17A_III/BM_out.177.fa	0.764
1881286	6A_II/BM_out.57.fa	6A_II/BM_out.57.fa	1
1976998	6A_II/BM_out.57.fa	7A_III/BM_out.121.fa	0.706
2371810	6A_II/BM_out.57.fa	8A_II/BM_out.22.fa	0.736
1476505	6A_II/BM_out.58.fa	2AD57I_FD/BM_out.51.fa	0.728
1883281	6A_II/BM_out.58.fa	6A_II/BM_out.58.fa	1
2184375	6A_II/BM_out.58.fa	7A_III/BM_out.78.fa	0.744
2810491	6A_II/BM_out.58.fa	AD118III_FD/BM_out.57.fa	0.764
2922155	6A_II/BM_out.58.fa	AD121II_FD/BM_out.41.fa	0.716
1299040	6A_II/BM_out.60.fa	2AD48II_FD/BM_out.64.fa	0.722
1554272	6A_II/BM_out.60.fa	2AD61I_FD/BM_out.112.fa	0.722
1885276	6A_II/BM_out.60.fa	6A_II/BM_out.60.fa	1
1887271	6A_II/BM_out.61.fa	6A_II/BM_out.61.fa	1
1889266	6A_II/BM_out.63.fa	6A_II/BM_out.63.fa	1
1891261	6A_II/BM_out.64.fa	6A_II/BM_out.64.fa	1
1893256	6A_II/BM_out.67.fa	6A_II/BM_out.67.fa	1
421685	6A_II/BM_out.69.fa	13A_III/BM_out.232.fa	0.812
1071729	6A_II/BM_out.69.fa	17A_III/BM_out.76.fa	0.786
1416691	6A_II/BM_out.69.fa	2AD57I_FD/BM_out.110.fa	0.762
1895251	6A_II/BM_out.69.fa	6A_II/BM_out.69.fa	1
2092657	6A_II/BM_out.69.fa	7A_III/BM_out.224.fa	0.766
2290063	6A_II/BM_out.69.fa	8A_II/BM_out.161.fa	0.764
2575205	6A_II/BM_out.69.fa	9A_II/BM_out.189.fa	0.776
230262	6A_II/BM_out.70.fa	11A_II/BM_out.88.fa	0.788
435644	6A_II/BM_out.70.fa	13A_III/BM_out.34.fa	0.788
587188	6A_II/BM_out.70.fa	15A_II/BM_out.146.fa	0.78
1061760	6A_II/BM_out.70.fa	17A_III/BM_out.63.fa	0.788
1121580	6A_II/BM_out.70.fa	2AD43II_FD/BM_out.19.fa	0.748
1233244	6A_II/BM_out.70.fa	2AD48II_FD/BM_out.14.fa	0.798
1897246	6A_II/BM_out.70.fa	6A_II/BM_out.70.fa	1
2006916	6A_II/BM_out.70.fa	7A_III/BM_out.141.fa	0.77
2453572	6A_II/BM_out.70.fa	8A_II/BM_out.77.fa	0.768
2509404	6A_II/BM_out.70.fa	9A_II/BM_out.129.fa	0.774
3099628	6A_II/BM_out.70.fa	AD126III_FD/BM_out.71.fa	0.758
3426644	6A_II/BM_out.70.fa	AD132III_FD/BM_out.96.fa	0.8
3542296	6A_II/BM_out.70.fa	AD143II_FD/BM_out.9.fa	0.836
3785564	6A_II/BM_out.70.fa	AD148III_FD/BM_out.80.fa	0.758
3974994	6A_II/BM_out.70.fa	AD152III_FD/BM_out.9.fa	0.766
629063	6A_II/BM_out.71.fa	15A_II/BM_out.186.fa	0.742
922181	6A_II/BM_out.71.fa	17A_III/BM_out.216.fa	0.776
1899241	6A_II/BM_out.71.fa	6A_II/BM_out.71.fa	1
2016887	6A_II/BM_out.71.fa	7A_III/BM_out.153.fa	0.846
2351879	6A_II/BM_out.71.fa	8A_II/BM_out.20.fa	0.822
2652973	6A_II/BM_out.71.fa	9A_II/BM_out.64.fa	0.792
2792553	6A_II/BM_out.71.fa	AD118III_FD/BM_out.40.fa	0.742
3277095	6A_II/BM_out.71.fa	AD132III_FD/BM_out.106.fa	0.72
164462	6A_II/BM_out.74.fa	11A_II/BM_out.28.fa	0.886
347910	6A_II/BM_out.74.fa	13A_III/BM_out.177.fa	0.886
954086	6A_II/BM_out.74.fa	17A_III/BM_out.239.fa	0.9
1245210	6A_II/BM_out.74.fa	2AD48II_FD/BM_out.23.fa	0.884
1380802	6A_II/BM_out.74.fa	2AD52I_FD/BM_out.4.fa	0.832
1901236	6A_II/BM_out.74.fa	6A_II/BM_out.74.fa	1
2433634	6A_II/BM_out.74.fa	8A_II/BM_out.67.fa	0.888
2613094	6A_II/BM_out.74.fa	9A_II/BM_out.225.fa	0.744
2704818	6A_II/BM_out.74.fa	AD118III_FD/BM_out.10.fa	0.896
2942104	6A_II/BM_out.74.fa	AD121II_FD/BM_out.54.fa	0.904
3087666	6A_II/BM_out.74.fa	AD126III_FD/BM_out.64.fa	0.886
3161444	6A_II/BM_out.74.fa	AD128I_FD/BM_out.20.fa	0.876
3316976	6A_II/BM_out.74.fa	AD132III_FD/BM_out.21.fa	0.904
3494442	6A_II/BM_out.74.fa	AD143II_FD/BM_out.58.fa	0.878
3909194	6A_II/BM_out.74.fa	AD152III_FD/BM_out.4.fa	0.814
168451	6A_II/BM_out.78.fa	11A_II/BM_out.2.fa	0.74
260175	6A_II/BM_out.78.fa	13A_III/BM_out.111.fa	0.762
732753	6A_II/BM_out.78.fa	15A_II/BM_out.52.fa	0.78
842423	6A_II/BM_out.78.fa	17A_III/BM_out.148.fa	0.746
1227265	6A_II/BM_out.78.fa	2AD43II_FD/BM_out.9.fa	0.744
1322977	6A_II/BM_out.78.fa	2AD48II_FD/BM_out.81.fa	0.732
1500443	6A_II/BM_out.78.fa	2AD57I_FD/BM_out.70.fa	0.706
1614101	6A_II/BM_out.78.fa	2AD61I_FD/BM_out.45.fa	0.708
1903231	6A_II/BM_out.78.fa	6A_II/BM_out.78.fa	1
1996949	6A_II/BM_out.78.fa	7A_III/BM_out.132.fa	0.76
2421671	6A_II/BM_out.78.fa	8A_II/BM_out.60.fa	0.748
2603125	6A_II/BM_out.78.fa	9A_II/BM_out.219.fa	0.778
3029841	6A_II/BM_out.78.fa	AD126III_FD/BM_out.24.fa	0.73
3267127	6A_II/BM_out.78.fa	AD128I_FD/BM_out.93.fa	0.7
3382779	6A_II/BM_out.78.fa	AD132III_FD/BM_out.65.fa	0.72
3484473	6A_II/BM_out.78.fa	AD143II_FD/BM_out.50.fa	0.74
3769615	6A_II/BM_out.78.fa	AD148III_FD/BM_out.69.fa	0.718
3817471	6A_II/BM_out.78.fa	AD152III_FD/BM_out.103.fa	0.762
1905226	6A_II/BM_out.79.fa	6A_II/BM_out.79.fa	1
1051803	6A_II/BM_out.8.fa	17A_III/BM_out.53.fa	0.704
1923181	6A_II/BM_out.8.fa	6A_II/BM_out.8.fa	1
2264155	6A_II/BM_out.8.fa	8A_II/BM_out.136.fa	0.708
36849	6A_II/BM_out.80.fa	11A_II/BM_out.130.fa	0.788
431661	6A_II/BM_out.80.fa	13A_III/BM_out.29.fa	0.83
613115	6A_II/BM_out.80.fa	15A_II/BM_out.167.fa	0.814
800551	6A_II/BM_out.80.fa	17A_III/BM_out.117.fa	0.748
1201345	6A_II/BM_out.80.fa	2AD43II_FD/BM_out.74.fa	0.756
1338931	6A_II/BM_out.80.fa	2AD48II_FD/BM_out.95.fa	0.708
1534343	6A_II/BM_out.80.fa	2AD57I_FD/BM_out.94.fa	0.726
