"","AD_MAG_1","AD_MAG_2","JaccardIndex"
"331066","11A_II_BM_out.184.fa","13A_III_BM_out.167.fa",0.912
"2478604","11A_II_BM_out.184.fa","9A_II_BM_out.105.fa",0.912
"781710","11A_II_BM_out.184.fa","17A_III_BM_out.101.fa",0.906
"2759758","11A_II_BM_out.184.fa","AD118III_FD_BM_out.15.fa",0.902
"1978110","11A_II_BM_out.184.fa","7A_III_BM_out.123.fa",0.898
"2239324","11A_II_BM_out.184.fa","8A_II_BM_out.121.fa",0.898
"1493568","11A_II_BM_out.184.fa","2AD57I_FD_BM_out.67.fa",0.89
"3104720","11A_II_BM_out.184.fa","AD126III_FD_BM_out.75.fa",0.888
"3238318","11A_II_BM_out.184.fa","AD128I_FD_BM_out.76.fa",0.814
"1669040","11A_II_BM_out.184.fa","2AD61I_FD_BM_out.92.fa",0.748
"2923267","11A_II_BM_out.187.fa","AD121II_FD_BM_out.42.fa",0.626
"691981","11A_II_BM_out.187.fa","15A_II_BM_out.230.fa",0.598
"1884393","11A_II_BM_out.187.fa","6A_II_BM_out.60.fa",0.592
"2414797","11A_II_BM_out.187.fa","8A_II_BM_out.58.fa",0.584
"2558365","11A_II_BM_out.187.fa","9A_II_BM_out.177.fa",0.564
"496569","11A_II_BM_out.187.fa","13A_III_BM_out.81.fa",0.558
"2012009","11A_II_BM_out.187.fa","7A_III_BM_out.145.fa",0.558
"1553389","11A_II_BM_out.187.fa","2AD61I_FD_BM_out.112.fa",0.54
"3794645","11A_II_BM_out.187.fa","AD148III_FD_BM_out.89.fa",0.536
"1298157","11A_II_BM_out.187.fa","2AD48II_FD_BM_out.64.fa",0.494
"1168547","11A_II_BM_out.187.fa","2AD43II_FD_BM_out.51.fa",0.492
"3353971","11A_II_BM_out.187.fa","AD132III_FD_BM_out.49.fa",0.486
"2751783","11A_II_BM_out.187.fa","AD118III_FD_BM_out.155.fa",0.456
"3960147","11A_II_BM_out.187.fa","AD152III_FD_BM_out.92.fa",0.45
"3511497","11A_II_BM_out.187.fa","AD143II_FD_BM_out.75.fa",0.444
"1696958","11A_II_BM_out.188.fa","6A_II_BM_out.109.fa",0.526
"855490","11A_II_BM_out.188.fa","17A_III_BM_out.15.fa",0.438
"646120","11A_II_BM_out.188.fa","15A_II_BM_out.199.fa",0.358
"498565","11A_II_BM_out.189.fa","13A_III_BM_out.82.fa",0.69
"1625175","11A_II_BM_out.189.fa","2AD61I_FD_BM_out.53.fa",0.69
"3441709","11A_II_BM_out.189.fa","AD143II_FD_BM_out.18.fa",0.686
"955191","11A_II_BM_out.189.fa","17A_III_BM_out.23.fa",0.684
"1521487","11A_II_BM_out.189.fa","2AD57I_FD_BM_out.85.fa",0.68
"1780707","11A_II_BM_out.189.fa","6A_II_BM_out.167.fa",0.68
"3920269","11A_II_BM_out.189.fa","AD152III_FD_BM_out.62.fa",0.678
"684007","11A_II_BM_out.189.fa","15A_II_BM_out.224.fa",0.674
"1228369","11A_II_BM_out.189.fa","2AD48II_FD_BM_out.12.fa",0.674
"2331051","11A_II_BM_out.189.fa","8A_II_BM_out.197.fa",0.674
"2532445","11A_II_BM_out.189.fa","9A_II_BM_out.153.fa",0.674
"3240315","11A_II_BM_out.189.fa","AD128I_FD_BM_out.78.fa",0.672
"1377919","11A_II_BM_out.189.fa","2AD52I_FD_BM_out.49.fa",0.67
"2169537","11A_II_BM_out.189.fa","7A_III_BM_out.6.fa",0.668
"3292159","11A_II_BM_out.189.fa","AD132III_FD_BM_out.119.fa",0.664
"3110705","11A_II_BM_out.189.fa","AD126III_FD_BM_out.79.fa",0.66
"3675007","11A_II_BM_out.189.fa","AD148III_FD_BM_out.105.fa",0.646
"2881395","11A_II_BM_out.189.fa","AD121II_FD_BM_out.12.fa",0.628
"3581289","11A_II_BM_out.189.fa","AD138III_FD_BM_out.2.fa",0.626
"2697947","11A_II_BM_out.189.fa","AD118III_FD_BM_out.101.fa",0.588
"939240","11A_II_BM_out.190.fa","17A_III_BM_out.228.fa",0.638
"564368","11A_II_BM_out.190.fa","15A_II_BM_out.126.fa",0.618
"353004","11A_II_BM_out.190.fa","13A_III_BM_out.186.fa",0.616
"3786672","11A_II_BM_out.190.fa","AD148III_FD_BM_out.83.fa",0.616
"2546404","11A_II_BM_out.190.fa","9A_II_BM_out.168.fa",0.604
"2167544","11A_II_BM_out.190.fa","7A_III_BM_out.69.fa",0.596
"3465638","11A_II_BM_out.190.fa","AD143II_FD_BM_out.38.fa",0.596
"1461668","11A_II_BM_out.190.fa","2AD57I_FD_BM_out.42.fa",0.59
"3411800","11A_II_BM_out.190.fa","AD132III_FD_BM_out.87.fa",0.57
"2799642","11A_II_BM_out.190.fa","AD118III_FD_BM_out.48.fa",0.566
"2329058","11A_II_BM_out.190.fa","8A_II_BM_out.196.fa",0.564
"3886372","11A_II_BM_out.190.fa","AD152III_FD_BM_out.26.fa",0.564
"3054874","11A_II_BM_out.190.fa","AD126III_FD_BM_out.3.fa",0.562
"3196448","11A_II_BM_out.190.fa","AD128I_FD_BM_out.44.fa",0.562
"1698954","11A_II_BM_out.190.fa","6A_II_BM_out.10.fa",0.558
"1164562","11A_II_BM_out.190.fa","2AD43II_FD_BM_out.48.fa",0.556
"1577320","11A_II_BM_out.190.fa","2AD61I_FD_BM_out.16.fa",0.55
"3575308","11A_II_BM_out.190.fa","AD138III_FD_BM_out.27.fa",0.544
"2993060","11A_II_BM_out.190.fa","AD121II_FD_BM_out.92.fa",0.418
"624189","11A_II_BM_out.192.fa","15A_II_BM_out.183.fa",0.76
"983109","11A_II_BM_out.192.fa","17A_III_BM_out.259.fa",0.704
"1972133","11A_II_BM_out.192.fa","7A_III_BM_out.11.fa",0.604
"1816602","11A_II_BM_out.195.fa","6A_II_BM_out.208.fa",0.778
"2548400","11A_II_BM_out.195.fa","9A_II_BM_out.169.fa",0.676
"1960170","11A_II_BM_out.195.fa","7A_III_BM_out.111.fa",0.636
"933260","11A_II_BM_out.195.fa","17A_III_BM_out.224.fa",0.588
"3005026","11A_II_BM_out.195.fa","AD126III_FD_BM_out.102.fa",0.588
"2783692","11A_II_BM_out.195.fa","AD118III_FD_BM_out.37.fa",0.58
"3365940","11A_II_BM_out.195.fa","AD132III_FD_BM_out.56.fa",0.58
"1202450","11A_II_BM_out.195.fa","2AD43II_FD_BM_out.78.fa",0.578
"2925266","11A_II_BM_out.195.fa","AD121II_FD_BM_out.43.fa",0.578
"3968128","11A_II_BM_out.195.fa","AD152III_FD_BM_out.96.fa",0.57
"1585298","11A_II_BM_out.195.fa","2AD61I_FD_BM_out.22.fa",0.548
"1413814","11A_II_BM_out.195.fa","2AD57I_FD_BM_out.10.fa",0.534
"3218384","11A_II_BM_out.195.fa","AD128I_FD_BM_out.61.fa",0.522
"482616","11A_II_BM_out.195.fa","13A_III_BM_out.6.fa",0.498
"2319090","11A_II_BM_out.195.fa","8A_II_BM_out.188.fa",0.482
"3746794","11A_II_BM_out.195.fa","AD148III_FD_BM_out.47.fa",0.356
"1268252","11A_II_BM_out.195.fa","2AD48II_FD_BM_out.42.fa",0.276
"360983","11A_II_BM_out.198.fa","13A_III_BM_out.18.fa",0.408
"422798","11A_II_BM_out.199.fa","13A_III_BM_out.233.fa",0.72
"787700","11A_II_BM_out.199.fa","17A_III_BM_out.106.fa",0.72
"2490576","11A_II_BM_out.199.fa","9A_II_BM_out.112.fa",0.72
"2438732","11A_II_BM_out.199.fa","8A_II_BM_out.70.fa",0.716
"2155584","11A_II_BM_out.199.fa","7A_III_BM_out.60.fa",0.71
"1704940","11A_II_BM_out.199.fa","6A_II_BM_out.113.fa",0.702
"763772","11A_II_BM_out.199.fa","15A_II_BM_out.82.fa",0.696
"731883","11A_II_BM_out.2.fa","15A_II_BM_out.52.fa",0.768
"1226395","11A_II_BM_out.2.fa","2AD43II_FD_BM_out.9.fa",0.758
"259305","11A_II_BM_out.2.fa","13A_III_BM_out.111.fa",0.752
"3028971","11A_II_BM_out.2.fa","AD126III_FD_BM_out.24.fa",0.75
"1996079","11A_II_BM_out.2.fa","7A_III_BM_out.132.fa",0.748
"2602255","11A_II_BM_out.2.fa","9A_II_BM_out.219.fa",0.748
"841553","11A_II_BM_out.2.fa","17A_III_BM_out.148.fa",0.746
"1322107","11A_II_BM_out.2.fa","2AD48II_FD_BM_out.81.fa",0.744
"3483603","11A_II_BM_out.2.fa","AD143II_FD_BM_out.50.fa",0.742
"1902361","11A_II_BM_out.2.fa","6A_II_BM_out.78.fa",0.74
"3816601","11A_II_BM_out.2.fa","AD152III_FD_BM_out.103.fa",0.74
"3381909","11A_II_BM_out.2.fa","AD132III_FD_BM_out.65.fa",0.728
"1499573","11A_II_BM_out.2.fa","2AD57I_FD_BM_out.70.fa",0.724
"1613231","11A_II_BM_out.2.fa","2AD61I_FD_BM_out.45.fa",0.718
"3266257","11A_II_BM_out.2.fa","AD128I_FD_BM_out.93.fa",0.718
"2725883","11A_II_BM_out.2.fa","AD118III_FD_BM_out.134.fa",0.71
"3768745","11A_II_BM_out.2.fa","AD148III_FD_BM_out.69.fa",0.706
"1367969","11A_II_BM_out.2.fa","2AD52I_FD_BM_out.38.fa",0.702
"2420801","11A_II_BM_out.2.fa","8A_II_BM_out.60.fa",0.696
"2967157","11A_II_BM_out.2.fa","AD121II_FD_BM_out.72.fa",0.678
"3551399","11A_II_BM_out.2.fa","AD138III_FD_BM_out.12.fa",0.446
"356997","11A_II_BM_out.200.fa","13A_III_BM_out.188.fa",0.822
"2215405","11A_II_BM_out.200.fa","8A_II_BM_out.106.fa",0.804
"2600247","11A_II_BM_out.200.fa","9A_II_BM_out.217.fa",0.784
"1445721","11A_II_BM_out.200.fa","2AD57I_FD_BM_out.33.fa",0.736
"2175525","11A_II_BM_out.200.fa","7A_III_BM_out.73.fa",0.73
"1565361","11A_II_BM_out.200.fa","2AD61I_FD_BM_out.11.fa",0.726
"600265","11A_II_BM_out.200.fa","15A_II_BM_out.153.fa",0.716
"1519500","11A_II_BM_out.201.fa","2AD57I_FD_BM_out.83.fa",0.584
"2349004","11A_II_BM_out.201.fa","8A_II_BM_out.209.fa",0.58
"987102","11A_II_BM_out.201.fa","17A_III_BM_out.262.fa",0.566
"3114700","11A_II_BM_out.201.fa","AD126III_FD_BM_out.81.fa",0.546
"3373920","11A_II_BM_out.201.fa","AD132III_FD_BM_out.60.fa",0.546
"2709918","11A_II_BM_out.201.fa","AD118III_FD_BM_out.116.fa",0.544
"3547398","11A_II_BM_out.201.fa","AD138III_FD_BM_out.104.fa",0.544
"464674","11A_II_BM_out.201.fa","13A_III_BM_out.57.fa",0.542
"2674026","11A_II_BM_out.201.fa","9A_II_BM_out.79.fa",0.454
"2504537","11A_II_BM_out.203.fa","9A_II_BM_out.127.fa",0.572
"889397","11A_II_BM_out.203.fa","17A_III_BM_out.186.fa",0.57
"2829559","11A_II_BM_out.203.fa","AD118III_FD_BM_out.68.fa",0.57
"279233","11A_II_BM_out.203.fa","13A_III_BM_out.129.fa",0.568
"2261269","11A_II_BM_out.203.fa","8A_II_BM_out.135.fa",0.538
"570357","11A_II_BM_out.203.fa","15A_II_BM_out.12.fa",0.536
"2004043","11A_II_BM_out.203.fa","7A_III_BM_out.138.fa",0.536
"1505543","11A_II_BM_out.203.fa","2AD57I_FD_BM_out.74.fa",0.522
"1904343","11A_II_BM_out.203.fa","6A_II_BM_out.79.fa",0.514
"3431747","11A_II_BM_out.203.fa","AD132III_FD_BM_out.9.fa",0.514
"3094761","11A_II_BM_out.203.fa","AD126III_FD_BM_out.6.fa",0.512
"3932241","11A_II_BM_out.203.fa","AD152III_FD_BM_out.70.fa",0.51
"3248299","11A_II_BM_out.203.fa","AD128I_FD_BM_out.81.fa",0.494
"1152605","11A_II_BM_out.203.fa","2AD43II_FD_BM_out.37.fa",0.492
"1619201","11A_II_BM_out.203.fa","2AD61I_FD_BM_out.4.fa",0.488
"3702931","11A_II_BM_out.203.fa","AD148III_FD_BM_out.14.fa",0.456
"2945211","11A_II_BM_out.203.fa","AD121II_FD_BM_out.56.fa",0.438
"3499543","11A_II_BM_out.203.fa","AD143II_FD_BM_out.66.fa",0.436
"454706","11A_II_BM_out.205.fa","13A_III_BM_out.48.fa",0.618
"2578316","11A_II_BM_out.205.fa","9A_II_BM_out.198.fa",0.616
"881422","11A_II_BM_out.205.fa","17A_III_BM_out.175.fa",0.586
"2165558","11A_II_BM_out.205.fa","7A_III_BM_out.67.fa",0.576
"604256","11A_II_BM_out.205.fa","15A_II_BM_out.156.fa",0.574
"1886398","11A_II_BM_out.205.fa","6A_II_BM_out.61.fa",0.558
"2446712","11A_II_BM_out.205.fa","8A_II_BM_out.74.fa",0.53
"695981","11A_II_BM_out.206.fa","15A_II_BM_out.235.fa",0.304
"2502545","11A_II_BM_out.206.fa","9A_II_BM_out.122.fa",0.26
"2103745","11A_II_BM_out.206.fa","7A_III_BM_out.236.fa",0.244
"1062877","11A_II_BM_out.206.fa","17A_III_BM_out.64.fa",0.234
"2233355","11A_II_BM_out.206.fa","8A_II_BM_out.118.fa",0.224
"1481617","11A_II_BM_out.206.fa","2AD57I_FD_BM_out.58.fa",0.22
"2510522","11A_II_BM_out.207.fa","9A_II_BM_out.131.fa",0.76
"1296176","11A_II_BM_out.207.fa","2AD48II_FD_BM_out.63.fa",0.754
"2430762","11A_II_BM_out.207.fa","8A_II_BM_out.66.fa",0.754
"3076818","11A_II_BM_out.207.fa","AD126III_FD_BM_out.57.fa",0.75
"3850490","11A_II_BM_out.207.fa","AD152III_FD_BM_out.130.fa",0.748
"1136656","11A_II_BM_out.207.fa","2AD43II_FD_BM_out.28.fa",0.746
"1621198","11A_II_BM_out.207.fa","2AD61I_FD_BM_out.50.fa",0.746
"1756790","11A_II_BM_out.207.fa","6A_II_BM_out.149.fa",0.746
"2931256","11A_II_BM_out.207.fa","AD121II_FD_BM_out.47.fa",0.742
"3208422","11A_II_BM_out.207.fa","AD128I_FD_BM_out.52.fa",0.742
"456702","11A_II_BM_out.207.fa","13A_III_BM_out.50.fa",0.74
"3601240","11A_II_BM_out.207.fa","AD138III_FD_BM_out.49.fa",0.74
"3463654","11A_II_BM_out.207.fa","AD143II_FD_BM_out.37.fa",0.736
"2171542","11A_II_BM_out.207.fa","7A_III_BM_out.70.fa",0.734
"3778706","11A_II_BM_out.207.fa","AD148III_FD_BM_out.77.fa",0.734
"3419786","11A_II_BM_out.207.fa","AD132III_FD_BM_out.92.fa",0.73
"550420","11A_II_BM_out.207.fa","15A_II_BM_out.118.fa",0.72
"1342038","11A_II_BM_out.207.fa","2AD52I_FD_BM_out.12.fa",0.72
"2847508","11A_II_BM_out.207.fa","AD118III_FD_BM_out.82.fa",0.72
"813628","11A_II_BM_out.207.fa","17A_III_BM_out.130.fa",0.71
"1473642","11A_II_BM_out.207.fa","2AD57I_FD_BM_out.4.fa",0.71
"2542430","11A_II_BM_out.21.fa","9A_II_BM_out.160.fa",0.726
"446736","11A_II_BM_out.21.fa","13A_III_BM_out.42.fa",0.704
"937260","11A_II_BM_out.21.fa","17A_III_BM_out.227.fa",0.702
"1690992","11A_II_BM_out.21.fa","6A_II_BM_out.106.fa",0.696
"2213420","11A_II_BM_out.21.fa","8A_II_BM_out.105.fa",0.69
"2085804","11A_II_BM_out.21.fa","7A_III_BM_out.214.fa",0.614
"572358","11A_II_BM_out.21.fa","15A_II_BM_out.130.fa",0.604
"644139","11A_II_BM_out.212.fa","15A_II_BM_out.198.fa",0.59
"349027","11A_II_BM_out.212.fa","13A_III_BM_out.178.fa",0.56
"883419","11A_II_BM_out.212.fa","17A_III_BM_out.176.fa",0.484
"1998065","11A_II_BM_out.212.fa","7A_III_BM_out.134.fa",0.468
"1890389","11A_II_BM_out.212.fa","6A_II_BM_out.64.fa",0.424
"1732864","11A_II_BM_out.218.fa","6A_II_BM_out.131.fa",0.494
"490602","11A_II_BM_out.218.fa","13A_III_BM_out.76.fa",0.468
"909342","11A_II_BM_out.218.fa","17A_III_BM_out.202.fa",0.446
"717918","11A_II_BM_out.218.fa","15A_II_BM_out.39.fa",0.444
"2512519","11A_II_BM_out.219.fa","9A_II_BM_out.136.fa",0.696
"923301","11A_II_BM_out.219.fa","17A_III_BM_out.217.fa",0.692
"2404843","11A_II_BM_out.219.fa","8A_II_BM_out.4.fa",0.686
"424801","11A_II_BM_out.219.fa","13A_III_BM_out.235.fa",0.654
"737859","11A_II_BM_out.219.fa","15A_II_BM_out.59.fa",0.652
"2185503","11A_II_BM_out.219.fa","7A_III_BM_out.79.fa",0.638
"1876433","11A_II_BM_out.219.fa","6A_II_BM_out.51.fa",0.57
"2217409","11A_II_BM_out.25.fa","8A_II_BM_out.109.fa",0.518
"3405833","11A_II_BM_out.25.fa","AD132III_FD_BM_out.7.fa",0.508
"2879417","11A_II_BM_out.25.fa","AD121II_FD_BM_out.11.fa",0.504
"1515521","11A_II_BM_out.25.fa","2AD57I_FD_BM_out.7.fa",0.492
"3900345","11A_II_BM_out.25.fa","AD152III_FD_BM_out.38.fa",0.492
"1278235","11A_II_BM_out.25.fa","2AD48II_FD_BM_out.51.fa",0.488
"3762759","11A_II_BM_out.25.fa","AD148III_FD_BM_out.64.fa",0.488
"2845519","11A_II_BM_out.25.fa","AD118III_FD_BM_out.81.fa",0.486
"3190481","11A_II_BM_out.25.fa","AD128I_FD_BM_out.40.fa",0.48
"3557377","11A_II_BM_out.25.fa","AD138III_FD_BM_out.16.fa",0.478
"2682011","11A_II_BM_out.25.fa","9A_II_BM_out.86.fa",0.472
"1868459","11A_II_BM_out.25.fa","6A_II_BM_out.45.fa",0.47
"1677035","11A_II_BM_out.25.fa","2AD61I_FD_BM_out.97.fa",0.468
"1950213","11A_II_BM_out.25.fa","7A_III_BM_out.106.fa",0.464
"1180529","11A_II_BM_out.25.fa","2AD43II_FD_BM_out.58.fa",0.462
"3487587","11A_II_BM_out.25.fa","AD143II_FD_BM_out.55.fa",0.46
"711939","11A_II_BM_out.25.fa","15A_II_BM_out.34.fa",0.456
"3118697","11A_II_BM_out.25.fa","AD126III_FD_BM_out.83.fa",0.456
"476647","11A_II_BM_out.25.fa","13A_III_BM_out.67.fa",0.454
"907351","11A_II_BM_out.25.fa","17A_III_BM_out.201.fa",0.434
"979136","11A_II_BM_out.27.fa","17A_III_BM_out.257.fa",0.79
"2093782","11A_II_BM_out.27.fa","7A_III_BM_out.226.fa",0.692
"3902340","11A_II_BM_out.27.fa","AD152III_FD_BM_out.43.fa",0.386
"3493571","11A_II_BM_out.28.fa","AD143II_FD_BM_out.58.fa",0.954
"2432763","11A_II_BM_out.28.fa","8A_II_BM_out.67.fa",0.948
"347039","11A_II_BM_out.28.fa","13A_III_BM_out.177.fa",0.942
"3316105","11A_II_BM_out.28.fa","AD132III_FD_BM_out.21.fa",0.92
"1244339","11A_II_BM_out.28.fa","2AD48II_FD_BM_out.23.fa",0.912
"953215","11A_II_BM_out.28.fa","17A_III_BM_out.239.fa",0.904
"2941233","11A_II_BM_out.28.fa","AD121II_FD_BM_out.54.fa",0.904
"2703947","11A_II_BM_out.28.fa","AD118III_FD_BM_out.10.fa",0.902
"3086795","11A_II_BM_out.28.fa","AD126III_FD_BM_out.64.fa",0.894
"1900365","11A_II_BM_out.28.fa","6A_II_BM_out.74.fa",0.886
"3160573","11A_II_BM_out.28.fa","AD128I_FD_BM_out.20.fa",0.872
"1379931","11A_II_BM_out.28.fa","2AD52I_FD_BM_out.4.fa",0.862
"3908323","11A_II_BM_out.28.fa","AD152III_FD_BM_out.4.fa",0.8
"1547427","11A_II_BM_out.28.fa","2AD61I_FD_BM_out.104.fa",0.716
"2612223","11A_II_BM_out.28.fa","9A_II_BM_out.225.fa",0.708
"3595265","11A_II_BM_out.28.fa","AD138III_FD_BM_out.45.fa",0.646
"1942239","11A_II_BM_out.28.fa","7A_III_BM_out.102.fa",0.6
"1148627","11A_II_BM_out.28.fa","2AD43II_FD_BM_out.35.fa",0.584
"1405853","11A_II_BM_out.28.fa","2AD57I_FD_BM_out.105.fa",0.506
"3770737","11A_II_BM_out.28.fa","AD148III_FD_BM_out.6.fa",0.456
"891402","11A_II_BM_out.29.fa","17A_III_BM_out.188.fa",0.628
"1782720","11A_II_BM_out.29.fa","6A_II_BM_out.168.fa",0.624
"1968162","11A_II_BM_out.29.fa","7A_III_BM_out.117.fa",0.624
"426800","11A_II_BM_out.29.fa","13A_III_BM_out.236.fa",0.606
"642152","11A_II_BM_out.29.fa","15A_II_BM_out.196.fa",0.592
"2498566","11A_II_BM_out.29.fa","9A_II_BM_out.118.fa",0.572
"2341040","11A_II_BM_out.29.fa","8A_II_BM_out.202.fa",0.498
"3878414","11A_II_BM_out.29.fa","AD152III_FD_BM_out.21.fa",0.436
"311150","11A_II_BM_out.30.fa","13A_III_BM_out.156.fa",0.858
"2129678","11A_II_BM_out.30.fa","7A_III_BM_out.40.fa",0.854
"2556394","11A_II_BM_out.30.fa","9A_II_BM_out.176.fa",0.85
"2271252","11A_II_BM_out.30.fa","8A_II_BM_out.143.fa",0.846
"540460","11A_II_BM_out.30.fa","15A_II_BM_out.111.fa",0.84
"1866470","11A_II_BM_out.30.fa","6A_II_BM_out.44.fa",0.838
"2735854","11A_II_BM_out.30.fa","AD118III_FD_BM_out.140.fa",0.838
"805662","11A_II_BM_out.30.fa","17A_III_BM_out.120.fa",0.836
"1190504","11A_II_BM_out.30.fa","2AD43II_FD_BM_out.66.fa",0.818
"1587310","11A_II_BM_out.30.fa","2AD61I_FD_BM_out.26.fa",0.796
"3371940","11A_II_BM_out.30.fa","AD132III_FD_BM_out.5.fa",0.788
"1427790","11A_II_BM_out.30.fa","2AD57I_FD_BM_out.15.fa",0.784
"3080816","11A_II_BM_out.30.fa","AD126III_FD_BM_out.59.fa",0.768
"3898356","11A_II_BM_out.30.fa","AD152III_FD_BM_out.36.fa",0.636
"2957188","11A_II_BM_out.30.fa","AD121II_FD_BM_out.64.fa",0.634
"3641130","11A_II_BM_out.30.fa","AD138III_FD_BM_out.76.fa",0.624
"3200456","11A_II_BM_out.30.fa","AD128I_FD_BM_out.46.fa",0.412
"697987","11A_II_BM_out.32.fa","15A_II_BM_out.236.fa",1
"1132679","11A_II_BM_out.32.fa","2AD43II_FD_BM_out.24.fa",1
"1653113","11A_II_BM_out.32.fa","2AD61I_FD_BM_out.79.fa",1
"3352001","11A_II_BM_out.32.fa","AD132III_FD_BM_out.48.fa",1
"3529467","11A_II_BM_out.32.fa","AD143II_FD_BM_out.87.fa",1
"3720891","11A_II_BM_out.32.fa","AD148III_FD_BM_out.26.fa",1
"1034973","11A_II_BM_out.32.fa","17A_III_BM_out.44.fa",0.998
"2207445","11A_II_BM_out.32.fa","7A_III_BM_out.99.fa",0.998
"2749813","11A_II_BM_out.32.fa","AD118III_FD_BM_out.152.fa",0.998
"3070847","11A_II_BM_out.32.fa","AD126III_FD_BM_out.50.fa",0.998
"1250325","11A_II_BM_out.32.fa","2AD48II_FD_BM_out.29.fa",0.996
"2614221","11A_II_BM_out.32.fa","9A_II_BM_out.27.fa",0.996
"2396875","11A_II_BM_out.32.fa","8A_II_BM_out.45.fa",0.992
"2897369","11A_II_BM_out.32.fa","AD121II_FD_BM_out.27.fa",0.992
"3645119","11A_II_BM_out.32.fa","AD138III_FD_BM_out.79.fa",0.992
"1375947","11A_II_BM_out.32.fa","2AD52I_FD_BM_out.48.fa",0.988
"3210427","11A_II_BM_out.32.fa","AD128I_FD_BM_out.55.fa",0.988
"3962165","11A_II_BM_out.32.fa","AD152III_FD_BM_out.93.fa",0.986
"1487611","11A_II_BM_out.32.fa","2AD57I_FD_BM_out.60.fa",0.942
"1788705","11A_II_BM_out.32.fa","6A_II_BM_out.181.fa",0.552
"335079","11A_II_BM_out.32.fa","13A_III_BM_out.169.fa",0.512
"1198482","11A_II_BM_out.34.fa","2AD43II_FD_BM_out.73.fa",0.918
"2259290","11A_II_BM_out.34.fa","8A_II_BM_out.132.fa",0.914
"3152602","11A_II_BM_out.34.fa","AD128I_FD_BM_out.16.fa",0.9
"3417804","11A_II_BM_out.34.fa","AD132III_FD_BM_out.91.fa",0.898
"1240356","11A_II_BM_out.34.fa","2AD48II_FD_BM_out.1.fa",0.896
"1671060","11A_II_BM_out.34.fa","2AD61I_FD_BM_out.93.fa",0.894
"2737850","11A_II_BM_out.34.fa","AD118III_FD_BM_out.142.fa",0.888
"2891388","11A_II_BM_out.34.fa","AD121II_FD_BM_out.24.fa",0.888
"3782706","11A_II_BM_out.34.fa","AD148III_FD_BM_out.7.fa",0.886
"1467672","11A_II_BM_out.34.fa","2AD57I_FD_BM_out.45.fa",0.884
"1748826","11A_II_BM_out.34.fa","6A_II_BM_out.141.fa",0.884
"3593276","11A_II_BM_out.34.fa","AD138III_FD_BM_out.42.fa",0.884
"3860472","11A_II_BM_out.34.fa","AD152III_FD_BM_out.138.fa",0.88
"3062872","11A_II_BM_out.34.fa","AD126III_FD_BM_out.47.fa",0.878
"309158","11A_II_BM_out.34.fa","13A_III_BM_out.155.fa",0.876
"3503546","11A_II_BM_out.34.fa","AD143II_FD_BM_out.6.fa",0.874
"2668060","11A_II_BM_out.34.fa","9A_II_BM_out.75.fa",0.864
"957208","11A_II_BM_out.34.fa","17A_III_BM_out.240.fa",0.858
"538468","11A_II_BM_out.34.fa","15A_II_BM_out.110.fa",0.856
"2025992","11A_II_BM_out.34.fa","7A_III_BM_out.15.fa",0.856
"1361990","11A_II_BM_out.34.fa","2AD52I_FD_BM_out.31.fa",0.794
"1050927","11A_II_BM_out.46.fa","17A_III_BM_out.53.fa",0.72
"243357","11A_II_BM_out.46.fa","13A_III_BM_out.100.fa",0.714
"2263279","11A_II_BM_out.46.fa","8A_II_BM_out.136.fa",0.704
"1922305","11A_II_BM_out.46.fa","6A_II_BM_out.8.fa",0.69
"408860","11A_II_BM_out.47.fa","13A_III_BM_out.224.fa",0.688
"1365980","11A_II_BM_out.47.fa","2AD52I_FD_BM_out.36.fa",0.684
"927300","11A_II_BM_out.47.fa","17A_III_BM_out.21.fa",0.674
"548440","11A_II_BM_out.47.fa","15A_II_BM_out.117.fa",0.668
"3523488","11A_II_BM_out.47.fa","AD143II_FD_BM_out.82.fa",0.662
"3724882","11A_II_BM_out.47.fa","AD148III_FD_BM_out.29.fa",0.648
"3926276","11A_II_BM_out.47.fa","AD152III_FD_BM_out.67.fa",0.644
"1926294","11A_II_BM_out.47.fa","6A_II_BM_out.91.fa",0.63
"2488602","11A_II_BM_out.47.fa","9A_II_BM_out.110.fa",0.62
"2773744","11A_II_BM_out.47.fa","AD118III_FD_BM_out.25.fa",0.612
"2133670","11A_II_BM_out.47.fa","7A_III_BM_out.42.fa",0.61
"1106760","11A_II_BM_out.47.fa","2AD43II_FD_BM_out.100.fa",0.55
"3312124","11A_II_BM_out.47.fa","AD132III_FD_BM_out.18.fa",0.538
"2410836","11A_II_BM_out.47.fa","8A_II_BM_out.56.fa",0.478
"3633158","11A_II_BM_out.47.fa","AD138III_FD_BM_out.6.fa",0.398
"674069","11A_II_BM_out.5.fa","15A_II_BM_out.218.fa",0.712
"2067875","11A_II_BM_out.5.fa","7A_III_BM_out.200.fa",0.71
"3050917","11A_II_BM_out.5.fa","AD126III_FD_BM_out.38.fa",0.706
"1234383","11A_II_BM_out.5.fa","2AD48II_FD_BM_out.16.fa",0.694
"1794697","11A_II_BM_out.5.fa","6A_II_BM_out.18.fa",0.688
"345059","11A_II_BM_out.5.fa","13A_III_BM_out.176.fa",0.682
"1411849","11A_II_BM_out.5.fa","2AD57I_FD_BM_out.109.fa",0.682
"877457","11A_II_BM_out.5.fa","17A_III_BM_out.170.fa",0.676
"3651111","11A_II_BM_out.5.fa","AD138III_FD_BM_out.83.fa",0.668
